projectName,unitName,epShort,samplingStartDate,plot,treeTagNo,scientificName,dbh_in,ht_ft,htlc_ft,cbh_ft,status,crownScorch_%,maxScorchHt_ft,minBoleChar_ft,maxBoleChar_ft,burnSeverity
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3735,Abies grandis,1,6.6,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3736,Abies grandis,0.5,5.4,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3740,Abies grandis,1.3,6.8,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3881,Abies grandis,2.2,10.1,3.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3880,Abies grandis,0.6,5.8,5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3879,Abies grandis,1.4,7.1,,5.5,D,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3888,Abies grandis,4.6,14.7,5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3889,Abies grandis,0.8,6.7,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3900,Larix occidentalis,3,14.7,9.6,6,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3893,Larix occidentalis,2.9,24.3,6,12.6,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3894,Larix occidentalis,4.9,32.3,17.1,6,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3737,Larix occidentalis,1.3,9.8,6.5,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3891,Pinus ponderosa,0.3,6.2,4.5,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3897,Pinus ponderosa,1,11.8,5.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3892,Pinus ponderosa,0.3,5.8,4.5,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3890,Pseudotsuga menziesii,2.9,19.1,5.8,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3884,Pseudotsuga menziesii,8.4,51.6,6,5.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3886,Pseudotsuga menziesii,5.9,20.1,6.5,7,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3896,Pseudotsuga menziesii,0.3,6.1,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3898,Pseudotsuga menziesii,1.8,9.6,4,1.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3738,Pseudotsuga menziesii,1.4,6,3,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3731,Pseudotsuga menziesii,1.2,7.9,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3733,Pseudotsuga menziesii,0.3,6,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3882,Pseudotsuga menziesii,1.5,9.8,,4,D,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3876,Pseudotsuga menziesii,0.3,5.9,0.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3895,Pseudotsuga menziesii,0.3,5.7,4,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3878,Pseudotsuga menziesii,1.9,8.9,4,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3885,Pseudotsuga menziesii,1.3,8.4,6,5.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3877,Pseudotsuga menziesii,1.3,7.3,3,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,7,3899,Pseudotsuga menziesii,1.9,8.8,6.5,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3747,Abies grandis,4.9,23.1,6,1.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3744,Abies grandis,1.4,7,3,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3741,Abies grandis,3.5,12.2,5.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3745,Abies grandis,5,20.5,6,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3751,Abies grandis,3.4,14.6,5.5,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3750,Abies grandis,5.1,22.1,4.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3749,Abies grandis,0.7,6.3,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3746,Abies grandis,3,12.1,5.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3748,Abies grandis,4.2,20,6,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3742,Abies grandis,2.3,6.8,5.5,5.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3756,Larix occidentalis,11.4,55.1,26.2,26.2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3755,Pinus ponderosa,0.9,8.1,5.5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3743,Pinus ponderosa,0.5,5.3,2.5,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3752,Pinus ponderosa,1.9,12.6,6,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3753,Pinus ponderosa,1.6,14.2,8.5,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3754,Pinus ponderosa,3,21.4,9,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,8,3757,Pseudotsuga menziesii,2.4,8,5,5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3760,Abies grandis,2,8.6,5,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3767,Abies grandis,1.7,6.4,5.5,5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3763,Abies grandis,2.1,9.1,7,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3762,Abies grandis,2.4,7.4,,4,D,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3761,Abies grandis,2.2,6.3,3,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3764,Abies grandis,2.4,8.9,7,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3769,Abies grandis,1.6,6.5,5.5,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3770,Abies grandis,1,6.3,1.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3758,Abies grandis,2.7,10.1,4.5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3768,Abies grandis,4.5,15.4,8.5,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3766,Abies grandis,0.8,5.4,4.5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3771,Abies grandis,3.6,16.8,6.5,5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3759,Abies grandis,4.3,18.4,4.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,9,3765,Larix occidentalis,19.3,87.9,34.8,34.8,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3787,Abies grandis,3.3,12.3,8,8,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3777,Abies grandis,3,15.9,8.5,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3776,Abies grandis,5.8,17.5,6,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1822,Abies grandis,0.3,5.9,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3772,Abies grandis,5.2,23.2,10.5,10.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3789,Abies grandis,0.7,6.8,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3773,Abies grandis,4.4,17.2,9.9,9.9,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1823,Abies grandis,0.5,5.8,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1827,Abies grandis,0.3,5.8,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3774,Abies grandis,1.5,6.4,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1825,Abies grandis,0.5,5.7,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1826,Abies grandis,1.2,8.1,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1839,Abies grandis,4.2,11.2,7,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1828,Abies grandis,0.6,6.6,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1838,Abies grandis,0.4,4.9,0.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1830,Abies grandis,2.8,8.2,5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1831,Abies grandis,1.3,6.1,,3,D,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3779,Abies grandis,0.3,5.1,0.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3799,Abies grandis,0.8,7,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3790,Abies grandis,1.6,8.6,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3794,Abies grandis,1.2,8.5,4.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3791,Abies grandis,1.4,7,4,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3792,Abies grandis,0.8,5.9,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3793,Abies grandis,0.6,6.3,5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1849,Abies grandis,1.8,9.8,6,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3786,Abies grandis,4.6,14.5,6.5,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1843,Abies grandis,1.1,7.8,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1852,Abies grandis,0.8,5.1,4,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1844,Abies grandis,1.6,8,6.5,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3785,Abies grandis,3.4,16.6,7.5,1.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1845,Abies grandis,0.6,5.6,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3797,Abies grandis,0.7,7.1,4.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3784,Abies grandis,5.9,28.5,7.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3783,Abies grandis,3,10.4,6.5,6,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1829,Abies grandis,0.8,7,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1851,Abies grandis,2,9.7,3.5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3788,Abies grandis,2.2,9.3,,4.5,D,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1850,Abies grandis,1.2,9.7,7.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1837,Abies grandis,0.7,4.7,0.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1848,Abies grandis,0.6,6.7,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1832,Larix occidentalis,1.2,6.8,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1824,Larix occidentalis,0.4,6.8,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1834,Pinus ponderosa,1.3,8.2,5,5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1835,Pinus ponderosa,2.6,8.5,4,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1846,Pinus ponderosa,0.8,5.8,3.5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1833,Pinus ponderosa,0.9,7.2,6.5,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1821,Pinus ponderosa,1.5,10.3,8,8,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3798,Pinus ponderosa,1.4,9.9,7,7,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3775,Pseudotsuga menziesii,1.3,7.2,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1847,Pseudotsuga menziesii,0.6,7.7,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3796,Pseudotsuga menziesii,1.3,8.6,4,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3778,Pseudotsuga menziesii,0.8,6.7,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3800,Pseudotsuga menziesii,1.3,10.2,6.5,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1842,Pseudotsuga menziesii,2,9.1,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1841,Pseudotsuga menziesii,1.4,8.4,2.5,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1840,Pseudotsuga menziesii,0.3,6.5,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3795,Pseudotsuga menziesii,0.5,6.8,4.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,1836,Pseudotsuga menziesii,1.6,9.9,3.5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3781,Pseudotsuga menziesii,0.2,5.6,0.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3780,Pseudotsuga menziesii,0.5,6.8,0.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,10,3782,Pseudotsuga menziesii,0.2,5.6,3.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1862,Abies grandis,1.9,10.4,3,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1863,Abies grandis,2.7,10.4,3,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1860,Pinus ponderosa,5.3,31,12.7,5.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1857,Pinus ponderosa,2.3,6.9,,,D,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1858,Pinus ponderosa,16.6,48.3,22.9,22.9,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1854,Pseudotsuga menziesii,2.3,12.3,4.5,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1859,Pseudotsuga menziesii,3.3,10.3,6,6,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1855,Pseudotsuga menziesii,6.7,29.4,9.3,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1853,Pseudotsuga menziesii,1.5,12.3,,2,D,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1864,Pseudotsuga menziesii,2.1,14.5,10.4,10.4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1861,Pseudotsuga menziesii,3.1,15.8,4.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,11,1856,Unknown species,1.8,8.6,,,D,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1870,Pinus ponderosa,2,6.9,5.5,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1867,Pseudotsuga menziesii,16.9,55.9,11.4,8.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1866,Pseudotsuga menziesii,6.9,34.7,6.7,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1865,Pseudotsuga menziesii,4.9,18.5,12.6,7.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1869,Pseudotsuga menziesii,2,9.8,5,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1871,Pseudotsuga menziesii,2.2,6.6,4,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1875,Pseudotsuga menziesii,1.6,11,7,5.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1872,Pseudotsuga menziesii,4.4,17.6,4.4,5.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1868,Pseudotsuga menziesii,5,40.4,16.2,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1877,Pseudotsuga menziesii,19.1,81.4,36.1,9,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1873,Pseudotsuga menziesii,14.8,74.2,38.9,7,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1874,Pseudotsuga menziesii,4,13.7,6,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,12,1876,Pseudotsuga menziesii,5.6,43.3,12.7,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1882,Larix occidentalis,23.6,93.7,32.8,32.8,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1884,Pseudotsuga menziesii,5.7,8.3,4,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1883,Pseudotsuga menziesii,1.5,7.2,3,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1881,Pseudotsuga menziesii,3.8,28.8,7,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1880,Pseudotsuga menziesii,5.9,30,4.5,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1879,Pseudotsuga menziesii,2.8,19.1,3.5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,13,1878,Pseudotsuga menziesii,5.3,19.6,8.5,5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1887,Pinus ponderosa,0.9,6.9,3,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1891,Pinus ponderosa,5.5,7.1,5.5,5.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1888,Pinus ponderosa,0.6,6.5,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1886,Pinus ponderosa,24.3,16.7,27.4,27.4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1889,Pinus ponderosa,0.7,6.5,1,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1890,Pinus ponderosa,3.3,17.2,8.6,6.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1892,Pinus ponderosa,3.2,12.5,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1894,Pinus ponderosa,1.9,9.5,3,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1895,Pinus ponderosa,4.5,17.3,7,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1896,Pinus ponderosa,4.2,12.2,8.5,5.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1893,Pinus ponderosa,2.9,12.2,4,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,14,1885,Pinus ponderosa,4.7,24.4,8.7,8.7,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1901,Pinus ponderosa,27.8,88.6,9.9,9.9,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1902,Pinus ponderosa,2.2,8.1,3.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1903,Pinus ponderosa,2.9,9.5,6,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1904,Pinus ponderosa,1.6,6.2,5,5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1905,Pinus ponderosa,3.5,15,6.5,5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1906,Pinus ponderosa,5.8,26.3,13.6,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1899,Pinus ponderosa,27.5,90.5,24.7,24.7,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1898,Pinus ponderosa,4.2,13.3,5.7,6.9,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1900,Pinus ponderosa,3.1,12.5,4.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1897,Pinus ponderosa,1.5,8.7,7.4,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,15,1907,Pseudotsuga menziesii,1.3,6,3.5,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,16,1910,Pinus ponderosa,22,74.3,15.5,15.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,16,1908,Pinus ponderosa,6.4,25.1,4.5,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,16,1911,Pinus ponderosa,3,13.4,4,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,16,1909,Pinus ponderosa,10.9,41.9,11.2,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,1913,Pinus ponderosa,9.2,35.8,7,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,1914,Pinus ponderosa,7.3,20.4,7,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,1912,Pinus ponderosa,2.7,13.9,5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,1915,Pinus ponderosa,0.5,5.5,1.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,1916,Pseudotsuga menziesii,2.9,11.4,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,17,1917,Pseudotsuga menziesii,0.7,6.6,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1930,Abies grandis,1.5,7.1,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1935,Abies grandis,0.9,6.9,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1925,Abies grandis,0.5,5.9,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1934,Abies grandis,2.2,10.6,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1931,Abies grandis,0.5,6.2,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1918,Abies grandis,2.2,12.1,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1919,Abies grandis,0.9,6.3,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1942,Abies grandis,2.4,9.9,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1929,Abies grandis,0.9,6.9,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1956,Abies grandis,5.7,26.3,4.5,4.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1952,Pinus ponderosa,2.3,8.8,4,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1953,Pinus ponderosa,2.5,8.9,4,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1923,Pinus ponderosa,5.3,25.6,8.3,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1943,Pinus ponderosa,25.4,86.3,36.7,36.7,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1954,Pinus ponderosa,0.4,6.7,3,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1945,Pinus ponderosa,1.2,8.8,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1946,Pinus ponderosa,6.7,23.8,7,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1947,Pinus ponderosa,2.4,12.7,4.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1948,Pinus ponderosa,1.5,8.4,4,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1949,Pinus ponderosa,2.9,15.2,3.5,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1950,Pinus ponderosa,1,7,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1940,Pinus ponderosa,0.8,6.7,3.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1921,Pinus ponderosa,10,35.6,8,3,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1920,Pinus ponderosa,2.2,18.9,7,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1926,Pinus ponderosa,4.7,26.4,8.5,4.5,L,,,,,
