projectName,unitName,epShort,samplingStartDate,plot,treeTagNo,scientificName,dbh_in,ht_ft,htlc_ft,cbh_ft,status,crownScorch_%,maxScorchHt_ft,minBoleChar_ft,maxBoleChar_ft,burnSeverity
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,5,416,Pinus ponderosa,9.2,81,43,35,L,0,,0.5,4,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,5,415,Pinus ponderosa,18.5,94,49,11.5,L,0,,0,11,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,5,414,Pseudotsuga menziesii,19,103,34,22,L,0,,3,16,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,7,425,Pinus ponderosa,4.6,48,21,6.5,L,0,,0.1,7,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,7,421,Pinus ponderosa,30.7,61,,,D,,,0,5,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,7,426,Pinus ponderosa,6.1,52,29,5,L,0,,0,6,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,7,424,Pinus ponderosa,9,62,27,6,L,0,,1,3,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,7,423,Pinus ponderosa,38.3,134,42,42,L,0,,2,8,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,7,427,Pinus ponderosa,16,93,51,30.5,L,0,,0.1,2,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,7,422,Pinus ponderosa,8.2,64,16,8.5,L,0,,0,3,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,9,431,Pinus ponderosa,14.4,81,40,29,L,0,,1,5,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,9,429,Pseudotsuga menziesii,8.4,67,29,27,L,0,,0,4,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,9,428,Pseudotsuga menziesii,9,64,26,5.5,L,0,,0,2,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,9,430,Pseudotsuga menziesii,12,78,33,22,L,0,,0,3,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,460,Larix occidentalis,5.9,58,,29,D,0,,,,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,432,Larix occidentalis,5.1,42,15,15,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,440,Larix occidentalis,4.1,34,,20,D,,,,,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,435,Larix occidentalis,3.2,41,,29,D,,,,,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,465,Larix occidentalis,12.5,81,40,40,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,446,Larix occidentalis,5.2,34,13,4,L,10,12,1,5,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,437,Larix occidentalis,5,45,17,17,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,438,Larix occidentalis,5.3,9.5,,,D,,,,,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,442,Pinus contorta var. latifolia,8,47,10,7,L,1,6,0.1,0.1,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,454,Pinus contorta var. latifolia,1,8.3,3.5,3.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,448,Pinus contorta var. latifolia,0.7,6.7,1,1,L,100,6.7,0.5,1,3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,450,Pseudotsuga menziesii,0.2,4.9,2,1.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,444,Pseudotsuga menziesii,0.4,5.8,2.5,1,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,449,Pseudotsuga menziesii,0.2,4.6,2,2,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,458,Pseudotsuga menziesii,4.3,21,,4,D,,,,,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,433,Pseudotsuga menziesii,2.2,17,5,2,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,456,Pseudotsuga menziesii,0.5,5.9,1.5,1,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,447,Pseudotsuga menziesii,1.8,10.2,2,1,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,453,Pseudotsuga menziesii,0.8,7.1,3.5,2.5,L,5,4,,,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,464,Pseudotsuga menziesii,2,15,12,4,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,463,Pseudotsuga menziesii,1.6,10,,3,D,,,,,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,462,Pseudotsuga menziesii,1.3,12,4,4,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,461,Pseudotsuga menziesii,2.2,16,11,3.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,459,Pseudotsuga menziesii,4.1,26,8.5,4,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,457,Pseudotsuga menziesii,0.4,5.8,1.5,1.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,443,Pseudotsuga menziesii,0.7,6.9,3.5,2.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,455,Pseudotsuga menziesii,0.7,6.9,3,2,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,451,Pseudotsuga menziesii,0.3,4.8,2.5,1,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,434,Pseudotsuga menziesii,5.1,36,14,6,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,441,Pseudotsuga menziesii,5.3,37,13,3,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,436,Pseudotsuga menziesii,1,8.1,6,5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,452,Pseudotsuga menziesii,0.9,7.5,1.5,1.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,445,Pseudotsuga menziesii,3.2,16,9,4,L,60,16,2,3,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,11,439,Pseudotsuga menziesii,1.1,12,6,1,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,490,Larix occidentalis,1,9.8,3,2.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,485,Larix occidentalis,0.3,6.6,1.5,1,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,491,Pinus ponderosa,18.6,93,25,12,L,0,,1,2,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,478,Pinus ponderosa,0.3,4.6,3,3,L,1,2,,,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,480,Pseudotsuga menziesii,0.5,7.5,2,1,L,50,5,0,0.1,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,467,Pseudotsuga menziesii,1,9,3,3,L,0,,0,0.1,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,482,Pseudotsuga menziesii,1.2,7.6,3.5,2,L,50,6.5,0.5,1,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,483,Pseudotsuga menziesii,1.7,9,3,1.5,L,10,4,1,2,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,469,Pseudotsuga menziesii,5.2,30,17,3.5,L,25,25,0,1.5,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,488,Pseudotsuga menziesii,0.5,6.9,3,2.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,487,Pseudotsuga menziesii,0.7,7.9,3,2,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,486,Pseudotsuga menziesii,0.2,5.8,2,1.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,466,Pseudotsuga menziesii,0.3,5,1.5,1.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,479,Pseudotsuga menziesii,0.2,4.8,2,2,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,489,Pseudotsuga menziesii,1.6,10,2.5,2,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,484,Pseudotsuga menziesii,0.4,5.9,2.5,1,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,481,Pseudotsuga menziesii,0.3,6.9,3,2.5,L,25,5,0,0.1,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,472,Pseudotsuga menziesii,2.1,12,4,3,L,1,2,,,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,492,Pseudotsuga menziesii,3,18,,4,D,,,1,3,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,470,Pseudotsuga menziesii,2.1,10,5,2.5,L,100,10,3,4,3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,477,Pseudotsuga menziesii,1.1,9,3.5,2,L,1,4,0.5,2,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,493,Pseudotsuga menziesii,0.5,6,3,2.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,468,Pseudotsuga menziesii,0.5,7.1,2.5,2.5,L,1,3,0.1,0.1,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,471,Pseudotsuga menziesii,0.4,6,1.5,1.5,L,75,6,0.1,0.5,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,473,Pseudotsuga menziesii,2.4,15,3.5,1.5,L,1,5,0.1,0.5,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,474,Pseudotsuga menziesii,1.4,10,4,2,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,475,Pseudotsuga menziesii,1.9,11,3.5,3,L,1,2,0.1,0.1,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,13,476,Pseudotsuga menziesii,0.9,7.5,4,2,L,30,6,0.1,0.5,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,15,497,Larix occidentalis,7.4,71,18,18,L,0,,0.5,2,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,15,496,Pinus contorta var. latifolia,12.8,65,38,10,L,15,39,2,10,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,15,498,Pinus ponderosa,13.7,78,35,26,L,0,,5,7,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,15,499,Pseudotsuga menziesii,9.7,39,,2.5,D,,,2,4.5,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,15,494,Pseudotsuga menziesii,0.3,5.2,2.5,1.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,15,495,Pseudotsuga menziesii,1.4,9,4,2.5,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,3654,Larix occidentalis,10,88,56,56,L,0,,0.1,0.5,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,3658,Pinus contorta var. latifolia,10.7,74,40,28,L,0,,0.5,3,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,3651,Pinus ponderosa,4.4,19,,7,D,,,,,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,3652,Pinus ponderosa,14.8,99,64,7,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,500,Pinus ponderosa,19,108,65,44,L,0,,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,3655,Pinus ponderosa,7.7,51,,24,D,,,0.1,1.5,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,3656,Pinus ponderosa,18,95,56.6,27,L,0,,0,0.1,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,3653,Pseudotsuga menziesii,1.1,8,5.5,3.5,L,0,,0.1,0.5,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,17,3657,Pseudotsuga menziesii,1.8,20,,4,D,,,0.1,0.1,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,19,3662,Pinus ponderosa,1.3,9,6,2.5,L,40,9,,,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,19,3664,Pinus ponderosa,8,35,15,5,L,0,,0,0.5,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,19,3666,Pinus ponderosa,3,21,9.5,8.5,L,1,0,,,1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,19,3659,Pseudotsuga menziesii,6.3,26,,1,D,,,,,
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,19,3660,Pseudotsuga menziesii,9.5,44,4.5,2,L,15,14,,,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,19,3663,Pseudotsuga menziesii,2.2,12,6.5,1,L,15,12,,,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,19,3665,Pseudotsuga menziesii,10.9,52,6,6,L,1,4,0,3,2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,19,3661,Pseudotsuga menziesii,2.1,11,6,1.5,L,100,11,0.1,0.1,3
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3667,Pinus ponderosa,14.5,81,47,47,L,0,,0,7,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3674,Pinus ponderosa,18.6,84,36,36,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3672,Pinus ponderosa,22.1,92,42,35,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3671,Pinus ponderosa,20.1,98,24,24,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3670,Pinus ponderosa,17.8,88,25,21,L,0,,0.1,3,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3668,Pinus ponderosa,15.7,28,,,D,0,,0,1,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3676,Pseudotsuga menziesii,13.1,90,66,66,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3675,Pseudotsuga menziesii,8.8,58,15,6,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3673,Pseudotsuga menziesii,7,40,8,8,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,1,3669,Pseudotsuga menziesii,17,88,31,31,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3684,Pinus ponderosa,18.9,90,35,35,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3680,Pinus ponderosa,14.5,78,43,43,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3683,Pinus ponderosa,20.6,98,48,48,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3677,Pseudotsuga menziesii,21,92,42,14,L,0,,0,6,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3678,Pseudotsuga menziesii,19,93,45,10,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3681,Pseudotsuga menziesii,9.5,54,15,15,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3682,Pseudotsuga menziesii,8.3,46,15,6,L,0,,4,5,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3685,Pseudotsuga menziesii,9.4,55,19,19,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,2,3679,Pseudotsuga menziesii,21,95,45,7,L,0,,0,11,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3686,Pinus ponderosa,14.5,87,29,22,L,0,,1,3,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3694,Pinus ponderosa,15.1,87,46,46,L,0,,0.1,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3693,Pinus ponderosa,13.2,69,24,21,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3692,Pinus ponderosa,23.4,104,46,46,L,0,,1,3,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3695,Pinus ponderosa,20.2,89,45,7,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3691,Pinus ponderosa,25.1,107,49,49,L,0,,1,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3696,Pinus ponderosa,16.6,85,34,34,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3688,Pinus ponderosa,14,86,30,28,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3689,Pinus ponderosa,7.6,59,28,28,L,0,,1,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3690,Pinus ponderosa,25,98,37,37,L,0,,2,5,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,3,3687,Pseudotsuga menziesii,17,91,14,14,L,0,,2,16,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,116,Pinus ponderosa,5,16,8,8,L,50,10,0,1,2
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,112,Pinus ponderosa,5.6,45,27,27,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,3698,Pinus ponderosa,17.1,15,,,D,,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,106,Pinus ponderosa,19.5,92,32,32,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,105,Pinus ponderosa,15.1,83,51,51,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,103,Pinus ponderosa,6.7,62,25,25,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,108,Pinus ponderosa,21.2,110,62,62,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,3699,Pinus ponderosa,18.6,91,43,43,L,0,,0,3,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,3697,Pinus ponderosa,18.3,87,42,42,L,0,,0,8,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,107,Pinus ponderosa,16.1,82,51,51,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,114,Pinus ponderosa,17.7,91,50,50,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,102,Pinus ponderosa,6.7,64,27,27,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,115,Pinus ponderosa,9.3,63,34,34,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,3700,Pinus ponderosa,6.8,56,27,27,L,0,,0.1,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,104,Pinus ponderosa,6.3,41,22,22,L,0,,0.1,4,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,110,Pinus ponderosa,7.2,34,,,D,,,,,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,111,Pinus ponderosa,5.5,21,,,D,,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,113,Pinus ponderosa,11.7,72,52,52,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,101,Pinus ponderosa,7.5,65,36,36,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,5,109,Pseudotsuga menziesii,20.2,91,23,5,L,1,7,1,4.5,2
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,120,Pinus ponderosa,6.3,17,,,D,,,0,1,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,118,Pinus ponderosa,17,74,49,49,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,131,Pinus ponderosa,14.4,84,44,44,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,117,Pinus ponderosa,16.3,86,46,46,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,132,Pinus ponderosa,7.5,46,20,9,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,119,Pinus ponderosa,14.1,73,49,49,L,0,,1,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,134,Pinus ponderosa,19.5,91,37,37,L,0,,0,3,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,121,Pinus ponderosa,13.9,33,,29,D,,,0,0,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,133,Pinus ponderosa,18.6,96,23,23,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,124,Pinus ponderosa,8,12,,,D,,,0,2,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,125,Pinus ponderosa,8.6,59,24,24,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,126,Pinus ponderosa,8.3,64,35,35,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,127,Pinus ponderosa,8.9,45,14,8,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,128,Pinus ponderosa,19,98,45,45,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,129,Pinus ponderosa,7.2,54,38,38,L,0,,1,4,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,130,Pinus ponderosa,2.5,9,6,6,L,45,8,0.1,3,2
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,123,Pinus ponderosa,13,76,41,35,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,7,122,Pinus ponderosa,14.3,9,,,D,,,0,1,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,135,Pinus ponderosa,20.6,96,39,39,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,143,Pinus ponderosa,23.7,101,42,42,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,142,Pinus ponderosa,21.6,86,47,47,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,141,Pinus ponderosa,20.6,83,43,43,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,140,Pinus ponderosa,12.5,18,,,D,,,0,3,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,139,Pinus ponderosa,18.4,96,54,54,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,138,Pinus ponderosa,19.7,97,40,40,L,0,,0,6,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,136,Pinus ponderosa,5.6,10,,,D,,,0,1,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,9,137,Pinus ponderosa,18.3,80,41,41,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,11,706,Pinus ponderosa,18.5,95,51,51,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,11,702,Pinus ponderosa,25.1,105,44,44,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,11,701,Pinus ponderosa,9.7,6,,,D,,,,,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,11,707,Pinus ponderosa,27.3,121,48,48,L,0,,0.1,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,11,703,Pinus ponderosa,14.2,78,37,37,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,11,708,Pinus ponderosa,25.7,98,29,29,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,11,705,Pinus ponderosa,8,46,29,17,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,11,704,Pseudotsuga menziesii,8,39,,9,D,,,0,6,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,13,713,Pinus ponderosa,4.5,9,7,3,L,15,7,0,0,2
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,13,712,Pinus ponderosa,19.6,51,27,4.5,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,13,711,Pinus ponderosa,22.6,89,32,32,L,0,,1,5,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,13,709,Pinus ponderosa,26.5,97,38,38,L,0,,0,5.5,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,13,710,Pinus ponderosa,24.5,92,31,31,L,0,,0,6,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,727,Larix occidentalis,17,101,16,16,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,719,Pinus ponderosa,15.3,89,50,50,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,725,Pinus ponderosa,24.1,121,68,68,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,723,Pinus ponderosa,5,8,,,D,,,0,4,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,724,Pinus ponderosa,20.4,119,64,64,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,722,Pinus ponderosa,8,40,23,23,L,0,,0,1,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,721,Pinus ponderosa,6.3,39,12,12,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,720,Pinus ponderosa,6.8,8,,,D,,,0,0,
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,714,Pinus ponderosa,18.2,91,49,49,L,0,,0,2,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,715,Pinus ponderosa,0.5,5.1,2,1,L,40,4,0.1,1,2
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,726,Pseudotsuga menziesii,10.1,51,28,28,L,0,,0,0,1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,17,716,Pseudotsuga menziesii,9.4,69,57,45,L,0,,0,0,1
