projectName,unitName,epShort,samplingStartDate,plot,clipPlotNo,clipPlotMat,bagNo,grossDryWt_g,bagWt_g
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,11,2,Grass,1,17.1,9.8
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,11,2,Shrubs,1,233.6,46.5
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,2,Forbs/Herbaceous,1,36.7,9.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,2,Shrubs,1,202.2,46.3
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,2,Shrubs,1,166.6,46.6
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,12,2,Grass,1,48.5,10
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,13,2,Grass,1,13.4,10
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,13,2,Shrubs,1,213.1,46.4
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,13,2,Shrubs,1,218.3,46.6
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,13,2,Forbs/Herbaceous,1,24,9.7
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,2,Shrubs,1,269.2,46.6
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,2,Shrubs,1,209.1,46.1
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,2,Forbs/Herbaceous,1,27,9.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,14,2,Grass,1,31.4,9.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,15,2,Forbs/Herbaceous,1,13.4,6.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,15,2,Grass,1,23.9,6.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,15,2,Shrubs,1,34.5,9.8
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,2,Grass,1,16.1,6.8
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,2,Grass,1,45.5,6.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,2,Forbs/Herbaceous,1,26.1,7.1
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,16,2,Shrubs,1,268.4,45.8
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,2,Forbs/Herbaceous,1,14.3,7.1
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,2,Shrubs,1,305.8,46
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,17,2,Grass,1,20.5,7
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,18,2,Grass,1,13.7,7
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,18,2,Shrubs,1,227.5,46.2
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,19,2,Grass,1,10.8,6.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,19,2,Forbs/Herbaceous,1,16.4,6.7
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,19,2,Shrubs,1,126.1,45.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,19,2,Shrubs,1,39,7
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,20,2,Shrubs,1,264.5,45.9
Washington DNR Pilot Project,8 Mile Bottom,PRE,11-Sep-16,20,2,Forbs/Herbaceous,1,7.8,6.8
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,1,1,Grass,1,13.8,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,1,1,Grass,1,97.3,46.3
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,2,1,Shrubs,1,45.7,43.9
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,2,1,Grass,1,151.5,43.6
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,2,1,Forbs/Herbaceous,1,51.8,44.3
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,3,1,Grass,1,57.6,44.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,3,1,Forbs/Herbaceous,1,68.9,44.4
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,4,1,Grass,1,62.6,44
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,4,1,Forbs/Herbaceous,1,221.9,44.2
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,4,1,Forbs/Herbaceous,1,83.9,44.5
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,5,1,Grass,1,7.6,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,5,1,Forbs/Herbaceous,1,44.1,44.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,5,1,Shrubs,1,239.5,43.8
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,5,1,Shrubs,1,184.6,44.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,6,1,Forbs/Herbaceous,1,105.4,45.5
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,6,1,Grass,1,201.7,44.8
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,7,1,Shrubs,1,7.8,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,7,1,Shrubs,1,75.6,45.5
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,7,1,Forbs/Herbaceous,1,60.6,43.4
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,8,1,Shrubs,1,225.4,45.7
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,8,1,Grass,1,54.1,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,8,1,Grass,1,19.7,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,8,1,Shrubs,1,247.9,45
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,8,1,Forbs/Herbaceous,1,192.7,45.8
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,9,1,Forbs/Herbaceous,1,17.7,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,9,1,Grass,1,37.7,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,10,1,Grass,1,55.5,45
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,10,1,Forbs/Herbaceous,1,76.8,45.4
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,11,1,Grass,1,38.4,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,11,1,Forbs/Herbaceous,1,9,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,12,1,Grass,1,270.7,45.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,12,1,Forbs/Herbaceous,1,9.4,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,13,1,Forbs/Herbaceous,1,91.9,45.6
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,13,1,Grass,1,143.5,44.9
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,14,1,Grass,1,45.4,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,14,1,Forbs/Herbaceous,1,49.4,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,15,1,Forbs/Herbaceous,1,78.1,45.4
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,15,1,Grass,1,11.8,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,15,1,Forbs/Herbaceous,1,19.5,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,16,1,Forbs/Herbaceous,1,37.6,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,16,1,Grass,1,24.6,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,17,1,Forbs/Herbaceous,1,113.1,45.9
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,17,1,Grass,1,322.8,45.8
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,18,1,Forbs/Herbaceous,1,22.4,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,18,1,Grass,1,223.9,45.9
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,18,1,Grass,1,11.1,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,19,1,Forbs/Herbaceous,1,21.2,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,19,1,Grass,1,23.4,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,19,1,Forbs/Herbaceous,1,29.5,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,20,1,Grass,1,40.8,7.1
Washington DNR Pilot Project,Canteen,PRE,7-Aug-16,20,1,Forbs/Herbaceous,1,28,7.1
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,1,1,Grass,1,63.3,10
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,2,1,Grass,1,32,9.9
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,2,1,Grass,1,91.7,44.3
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,2,1,Shrubs,1,11.3,10
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,2,1,Forbs/Herbaceous,1,11.1,10
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,3,1,Forbs/Herbaceous,1,8.4,6.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,3,1,Shrubs,1,13,9.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,3,1,Grass,1,159,46.2
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,4,1,Grass,1,82.9,9.9
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,5,1,Grass,1,98.8,44.3
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,6,1,Grass,1,23,9.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,6,1,Grass,1,16.3,7
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,6,1,Forbs/Herbaceous,1,13,9.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,6,1,Shrubs,1,31.1,10
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,7,1,Grass,1,51.2,10
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,8,1,Grass,1,12.6,7
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,8,1,Grass,1,16.7,7.1
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,8,1,Forbs/Herbaceous,1,20.5,10
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,9,1,Grass,1,106.1,10.1
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,10,1,Grass,1,27.8,10
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,11,1,Grass,1,20,7.2
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,11,1,Forbs/Herbaceous,1,9.3,7.2
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,12,1,Grass,1,138.3,43.9
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,13,1,Shrubs,1,12.3,9.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,13,1,Grass,1,30.4,9.7
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,13,1,Forbs/Herbaceous,1,11.7,9.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,14,1,Forbs/Herbaceous,1,12.1,9.7
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,14,1,Grass,1,21.7,9.6
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,14,1,Shrubs,1,16.3,9.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,15,1,Grass,1,35.6,9.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,16,1,Grass,1,70.7,9.8
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,16,1,Shrubs,1,11.4,9.9
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,17,1,Forbs/Herbaceous,1,74.8,46
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,17,1,Grass,1,26.7,10
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,18,1,Grass,1,30.7,7.3
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,18,1,Forbs/Herbaceous,1,17.5,7.2
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,18,1,Forbs/Herbaceous,1,33.5,7.3
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,19,1,Grass,1,14.6,7.2
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,19,1,Grass,1,17.5,7.3
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,20,1,Forbs/Herbaceous,1,9.8,7.1
Washington DNR Pilot Project,Goat,PRE,9-Sep-16,20,1,Grass,1,37.6,7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,1,Forbs/Herbaceous,1,10.34,7.14
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,1,Grass,1,11.93,7.3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,2,1,Shrubs,1,96.36,45
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,3,1,Forbs/Herbaceous,1,8.93,6.74
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,3,1,Grass,1,10.14,6.75
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,4,1,Shrubs,1,164.94,41.45
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,1,Forbs/Herbaceous,1,13.1,10.6
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,1,Grass,1,12.01,10.62
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,1,Shrubs,1,283.23,53.79
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,6,1,Grass,1,10.29,6.93
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,6,1,Forbs/Herbaceous,1,9.25,6.94
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,6,1,Shrubs,1,70.11,44.6
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,1,Forbs/Herbaceous,1,7.84,6.77
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,1,Shrubs,1,85.56,53.72
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,1,Grass,1,8.46,7.19
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,1,Shrubs,1,15.14,6.72
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,8,1,Forbs/Herbaceous,1,11.13,7.19
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,8,1,Grass,1,8.78,6.66
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,8,1,Shrubs,1,127.96,53.69
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,9,1,Shrubs,1,219.91,53.72
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,9,1,Forbs/Herbaceous,1,10.47,6.84
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,9,1,Shrubs,1,265.35,54.21
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,9,1,Grass,1,23.54,6.97
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,10,1,Grass,1,8.07,6.77
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,10,1,Shrubs,1,613.29,53.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,10,1,Shrubs,1,440.43,53.12
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,10,1,Forbs/Herbaceous,1,17.59,6.83
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,1,Shrubs,1,81.24,54.08
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,12,1,Shrubs,1,102.98,52.82
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,1,Forbs/Herbaceous,1,7.5,6.98
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,1,Grass,1,9.9,7.01
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,1,Shrubs,1,120.28,52.35
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,1,Shrubs,1,289.25,52.49
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,14,1,Forbs/Herbaceous,1,9.05,6.96
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,14,1,Grass,1,84.12,54.34
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,14,1,Shrubs,1,195.94,54.13
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,1,Forbs/Herbaceous,1,8.51,6.54
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,1,Grass,1,17.12,10.82
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,16,1,Forbs/Herbaceous,1,8.44,7.11
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,16,1,Shrubs,1,23.24,6.78
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,16,1,Shrubs,1,152.85,45.77
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,16,1,Grass,1,13.9,6.71
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,1,Grass,1,13.57,6.75
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,1,Shrubs,1,282.13,46.03
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,1,Shrubs,1,12.82,6.71
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,18,1,Forbs/Herbaceous,1,8.26,6.77
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,18,1,Grass,1,18.74,6.84
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,19,1,Forbs/Herbaceous,1,12.57,6.95
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,19,1,Shrubs,1,178.73,45.42
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,19,1,Shrubs,1,143.56,46.29
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,1,Shrubs,1,126.03,45.72
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,1,Grass,1,12.85,7.15
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,1,Grass,1,13.8,6.1
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,1,Shrubs,1,81.1,47.7
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,1,1,Forbs/Herbaceous,1,7.7,6
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,2,1,Shrubs,1,15.4,6.7
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,3,1,Shrubs,1,77.3,53.8
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,3,1,Grass,1,55.3,45.1
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,1,Forbs/Herbaceous,1,10.3,6.1
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,4,1,Grass,1,10.3,6
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,5,1,Grass,1,50,46.4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,5,1,Forbs/Herbaceous,1,62.4,59.9
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,5,1,Shrubs,1,771.5,94.1
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,6,1,Forbs/Herbaceous,1,53,47.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,6,1,Shrubs,1,255.5,47.6
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,6,1,Grass,1,7.5,6.1
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,6,1,Shrubs,2,165.2,47.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,7,1,Grass,1,43.8,42.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,7,1,Shrubs,1,95.6,47.7
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,8,1,Grass,1,62.2,47.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,8,1,Forbs/Herbaceous,1,64.5,63
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,8,1,Shrubs,1,449.4,47.7
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,9,1,Grass,1,82.6,49.4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,9,1,Forbs/Herbaceous,1,67.2,61.1
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,9,1,Shrubs,1,513.8,47.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,10,1,Grass,1,68,61.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,10,1,Shrubs,1,140.9,47.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,10,1,Forbs/Herbaceous,1,56.3,55.2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,11,1,Shrubs,1,150.4,47.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,11,1,Grass,1,21.1,20.9
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,11,1,Forbs/Herbaceous,1,19.8,19.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,12,1,Shrubs,1,61.8,54.8
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,13,1,Grass,1,48.5,47.9
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,13,1,Shrubs,1,137.2,47.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,14,1,Shrubs,1,70.3,48.2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,15,1,Forbs/Herbaceous,1,62.5,60.3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,15,1,Grass,1,87.6,64.2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,15,1,Shrubs,1,237.7,47.3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,16,1,Shrubs,1,28.8,25.4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,16,1,Grass,1,70.6,61.8
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,16,1,Forbs/Herbaceous,1,21.7,20
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,17,1,Shrubs,1,89.6,24.5
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,17,1,Grass,1,57.3,51.1
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,17,1,Forbs/Herbaceous,1,17.6,17.4
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,1,Forbs/Herbaceous,1,22.1,21.2
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,1,Grass,1,51.4,46.9
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,1,Grass,1,88.2,21.7
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,1,Shrubs,1,93.2,60.6
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,18,1,Shrubs,1,144.1,46.3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,19,1,Grass,1,49.4,45.7
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,19,1,Shrubs,1,91.9,26.3
Washington DNR Pilot Project,Hanlon,POST,18-Oct-16,20,1,Shrubs,1,71.7,43
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,1,2,Forbs/Herbaceous,1,8.5,7.1
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,1,2,Shrubs,1,46.3,7.1
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,2,2,Forbs/Herbaceous,1,18.2,7.1
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,2,2,Shrubs,1,195.7,45.3
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,2,2,Grass,1,9.1,7
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,3,2,Forbs/Herbaceous,1,65.5,47.5
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,3,2,Grass,1,99,46
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,3,2,Shrubs,1,247.4,46.5
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,4,2,Shrubs,1,165.4,39.8
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,4,2,Grass,1,16.2,6.2
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,4,2,Forbs/Herbaceous,1,109.9,45.7
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,4,2,Grass,1,8.2,6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,4,2,Shrubs,1,137.9,46.7
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,4,2,Forbs/Herbaceous,1,111,45.9
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,5,2,Grass,1,14.2,6.5
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,5,2,Shrubs,1,247.2,47.9
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,5,2,Forbs/Herbaceous,1,48.5,21.4
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,5,2,Shrubs,1,288.6,46.8
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,6,2,Forbs/Herbaceous,1,21.6,5.9
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,6,2,Shrubs,1,96.4,49.4
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,7,2,Grass,1,7.8,6.4
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,7,2,Shrubs,1,86,42.3
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,7,2,Forbs/Herbaceous,1,80,40.5
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,10,2,Shrubs,1,227.1,40.7
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,10,2,Forbs/Herbaceous,1,228.7,43.5
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,10,2,Grass,1,171.4,42.6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,11,2,Shrubs,1,509.9,41.4
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,11,2,Forbs/Herbaceous,1,210,41.5
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,12,2,Forbs/Herbaceous,1,8.9,6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,12,2,Shrubs,1,89.1,46.8
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,13,2,Forbs/Herbaceous,1,224.9,40.8
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,13,2,Shrubs,1,44.9,22
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,13,2,Grass,1,109.3,22.6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,14,2,Shrubs,1,96.8,40.8
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,14,2,Forbs/Herbaceous,1,55.7,41.4
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,15,2,Shrubs,1,298.6,44.6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,15,2,Grass,1,7,6.6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,15,2,Shrubs,1,492.2,50.6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,15,2,Shrubs,1,497.4,44.2
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,15,2,Forbs/Herbaceous,1,171.7,44.8
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,16,2,Forbs/Herbaceous,1,50.4,40.3
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,16,2,Shrubs,1,247.7,43.5
