projectName,unitName,epShort,samplingStartDate,SampleMaterial,sampleNo,depth_mm,grossWetWt_g,wetContWt_g,grossDryWt_g,dryContWt_g
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,1,,138.6,20.2,195.3,39.8
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,2,,125.1,20.2,119.3,25.8
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,3,,113.3,20.2,140.3,57.2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,4,,118.9,20.2,137.1,50.2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,5,,134,20.2,145.6,34.3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,6,,133.2,20.2,148.1,47.7
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,7,,98.4,20.2,111.3,41.8
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,8,,147.9,20.2,168.5,59.8
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,9,,139.6,20.2,131.8,26.4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Duff,10,,107.5,20.2,131.1,53.6
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,1,,52.2,20.2,75.1,51.8
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,2,,50.6,20.2,75.7,54.4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,3,,42.7,20.2,75.7,57.7
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,4,,42.9,20.2,57,37.1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,5,,48.6,20.2,70.1,48.1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,6,,45.8,20.2,68.2,52.2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,7,,48.9,20.2,71.7,52.5
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,8,,50.4,20.2,84.8,60.4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,9,,46.8,20.2,80.2,59.3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Grass,10,,38.8,20.2,70.1,54.4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,1,,57.6,20.2,86.8,51.4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,2,,70.9,20.2,104.1,58
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,3,,79.2,20.2,106.5,53.1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,4,,87.3,20.2,112.9,50.8
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,5,,98.3,20.2,135.3,64.3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,6,,76.1,20.2,103,52
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,7,,62.9,20.2,108.9,68.7
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,8,,89.7,20.2,118.1,55.1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,9,,61.8,20.2,68.4,29.7
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Litter,10,,60.9,20.2,67.5,29.3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,1,,38.2,20.2,49.7,40.6
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,2,,43.7,20.2,39.5,26.6
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,3,,56.1,20.2,43.1,25.9
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,4,,63.5,20.2,50.7,30.3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,5,,48.6,20.2,39.8,30.3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,6,,45.3,20.2,50.7,39.9
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,7,,53.3,20.2,33.1,21.1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,8,,42.8,20.2,39.9,30
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,9,,51.7,20.2,56.5,39.9
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,Shrubs,10,,52.8,20.2,44.7,27.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,1,,172.2,20.25,170.2,35.6
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,2,,233.5,19.97,220.4,29
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,3,,852,19.9,764.6,54.2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,4,,664.4,20.16,540.1,53.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,5,,130.9,20.09,96.1,29.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,6,,156.8,20.97,152.3,30
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,7,,265.9,20.1,248.8,39.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,8,,259.8,20.46,238.3,27.7
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,9,,300.6,19.85,274.4,37
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,10,,402.1,19.93,306.5,20.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,11,,402.7,19.88,281.9,48.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,12,,196.4,20.05,185.1,31.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,13,,1261,20.04,837.8,54.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,14,,476,19.9,380.5,38.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,15,,720.7,20.04,633.9,40.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,16,,165.3,19.89,161.2,35.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,17,,243.5,19.93,237.9,36.2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,18,,124.7,19.2,126.2,31.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,19,,878.7,20.42,657.9,47.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1000-hr,20,,472.1,21.84,347.1,50.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,1,,1102.9,19.84,1004.5,47.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,2,,872.9,19.84,808.1,31.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,3,,688.8,19.84,636.4,27.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,4,,763.3,19.84,672.6,23.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,5,,818.7,19.84,738.4,31.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,6,,1126.4,19.84,1025.4,50
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,7,,731,19.84,666.4,44.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,8,,752.2,19.84,720.8,61
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,9,,956.6,19.84,897.5,57.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 100-hr,10,,768.2,19.84,723.8,57.1
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,1,,541.8,19.84,502.1,38.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,2,,475,19.84,481.1,55.1
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,3,,541.9,19.84,542.6,63.1
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,4,,472.7,19.84,424.5,60.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,5,,586.8,19.84,544.7,40.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,6,,635.3,19.84,576.6,55
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,7,,517.3,19.84,483.2,58.6
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,8,,510.1,19.84,485.5,47.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,9,,524.7,19.84,496.3,46.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 10-hr,10,,474.4,19.84,429.9,46.7
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,1,,90.8,19.84,94,29.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,2,,105.5,19.84,101.5,26.7
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,3,,141.1,19.84,150.9,40.2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,4,,98.7,19.84,109.1,38.1
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,5,,114.7,19.84,119,33.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,6,,54.1,19.84,61.3,30.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,7,,120.2,19.84,116.6,26.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,8,,140.8,19.84,135.8,25.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,9,,129.5,19.84,133.5,33.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Downed Woody: 1-hr,10,,97.7,19.84,107.9,38.1
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,1,,192.6,19.84,202,54.2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,2,,218.8,19.84,223.6,49
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,3,,137.6,19.84,141.2,38.7
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,4,,189.2,19.84,182.8,49.2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,5,,178.7,19.84,174.2,53.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,6,,225.6,19.84,230.5,59.2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,7,,163.6,19.84,175.9,64.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,8,,121.5,19.84,131.8,43
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,9,,135.7,19.84,153.9,49.7
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Duff,10,,128.1,19.84,135.3,43.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,1,,69.9,19.84,62.5,28.6
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,2,,45.1,19.84,48.5,26.7
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,3,,62.6,19.84,57.8,28.6
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,4,,56.6,19.84,52,31.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,5,,75.6,19.84,57.2,25.1
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,6,,71.4,19.84,67.5,39.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,7,,88,19.84,67.1,27.7
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,8,,72.8,19.84,72.2,40.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,9,,52.1,19.84,51.5,30.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Grass,10,,66.3,19.84,57.7,30.6
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,1,,109.3,19.84,133.8,52.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,2,,82.7,19.84,109.8,51.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,3,,163.2,19.84,183.4,50.7
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,4,,148.3,19.84,167.2,55.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,5,,181.1,19.84,191.7,49.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,6,,195.1,19.84,206.4,54.1
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,7,,132.1,19.84,154.5,44.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,8,,136.7,19.84,170,64.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,9,,136.3,19.84,160.3,52.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Litter,10,,174.9,19.84,186.3,46.9
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,1,,138.1,19.84,111.9,48.5
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,2,,147.7,19.84,128.3,53.8
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,3,,123.5,19.84,113.8,55
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,4,,79.2,19.84,48.1,18.4
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,5,,215.9,19.84,144.6,47.2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,6,,169.3,19.84,133.2,56
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,7,,121.5,19.84,82.6,31.1
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,8,,161.1,19.84,136.4,59.2
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,9,,121.7,19.84,97.7,41.3
Washington DNR Pilot Project,Orion 2,PRE,10-Sep-16,Shrubs,10,,105.9,19.84,78.2,32.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,1,,395.1,20.2,272.6,25.5
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,2,,348.8,19.9,303.2,31.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,3,,488.6,20.2,265,59.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,4,,642.3,19.9,471.9,28.9
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,5,,658.2,20.4,420.4,47.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,6,,149.4,20.2,104.1,42.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,7,,505.8,20.1,307.7,63.5
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,8,,231.6,20.1,162.9,47.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,9,,396.9,20.3,306.6,35.3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,10,,564.3,20.2,381.6,49.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,11,,616.3,20.3,525.3,28.5
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,12,,444.9,20.2,345.9,39.9
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,13,,1149.9,20.1,653.1,50.8
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,14,,355.1,19.9,296.6,25.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,15,,364.6,20.2,310.8,30.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,16,,1494.8,20.3,790.5,50
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,17,,439.2,20.2,344.8,42.2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,18,,639.6,20,579.7,41.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,19,,776.2,20.3,656.8,46.2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1000-hr,20,,189.7,20.1,148.7,21.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,1,,650.8,20.2,583,48.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,2,,770.7,19.9,675.4,53.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,3,,671.6,20.1,609.2,50.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,4,,744.8,20.1,640.7,44.3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,5,,712.2,20,617.5,62.5
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,6,,890.8,19.9,787,51.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,7,,905.3,20.2,787.9,50.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,8,,754.8,20.1,699.1,60.2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,9,,711.6,19.9,608.4,55
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 100-hr,10,,816.2,19.9,713.1,39.2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,1,,727.3,19.84,647.7,50.8
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,2,,906.9,19.84,804.5,58.3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,3,,698.5,19.84,636.7,60.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,4,,710.4,19.84,637.3,62.8
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,5,,712.2,19.84,941.3,204.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,6,,694.6,19.84,628,55.8
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,7,,826.2,19.84,745.8,205.2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,8,,696.9,19.84,627.9,47.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,9,,863.8,19.84,767,39.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 10-hr,10,,783.8,19.84,706.5,57.2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,1,,197.4,19.84,140.1,30.9
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,2,,153.8,19.84,154.1,35.3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,3,,141.4,19.84,148.9,39.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,4,,158.4,19.84,166.2,41.5
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,5,,205.2,20.1,188.3,22.9
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,6,,187.8,20.3,206.7,56.3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,7,,214.6,20.1,202.6,28.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,8,,210.9,20.1,200.8,29
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,9,,225.3,20.1,247.6,63
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Downed Woody: 1-hr,10,,189.9,20,202.7,47.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,1,,184.4,20.14,169.3,38
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,2,,170,19.82,171.5,51.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,3,,156.8,21.87,167.1,56.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,4,,228.3,19.84,206.5,50
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,5,,100.4,19.94,115.4,53.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,6,,87.6,19.87,78.1,29.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,7,,136.7,19.72,144.8,53.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,8,,126.6,19.9,135.7,55.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,9,,121.2,19.9,141.4,56.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Duff,10,,135.6,20,130.4,40.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,1,,96.1,19.84,110.6,54.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,2,,67.1,19.84,84.8,51.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,3,,86.5,19.4,106.9,55
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,4,,72.5,19.84,102.1,51.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,5,,116.3,20,122,58.5
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,6,,69.6,20.1,85.1,48.9
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,7,,93.2,20.2,109.8,53.8
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,8,,101.5,19.9,121.4,59
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,9,,101,20.2,106.2,50.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Grass,10,,106.1,20.3,109.1,47.8
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,1,,131.9,19.84,149.1,47.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,2,,128.2,19.84,152,54.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,3,,149.1,19.84,158.9,47.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,4,,170.9,19.84,185.2,50.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,5,,98.3,20,122,52.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,6,,131.7,20.1,154.4,57.6
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,7,,179.8,20.2,205.3,63.9
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,8,,139.8,20.3,156.3,51.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,9,,149.5,19.9,165.2,51
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Litter,10,,158.2,19.8,193,68.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,1,,123.5,19.84,95.6,42
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,2,,112.7,19.84,105,53.2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,3,,121.3,19.84,102.1,49.2
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,4,,122.9,19.84,101.8,46
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,5,,154.1,19.84,107.1,47.1
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,6,,156.1,19.84,130,63.7
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,7,,140.5,19.84,121.9,59.3
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,8,,129.3,19.84,101.2,46.8
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,9,,142.9,19.84,105.3,44.4
Washington DNR Pilot Project,Paradise 90,PRE,17-Aug-16,Shrubs,10,,172,19.84,128.5,54.5
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,1,,1512.2,20.7,808.5,40.74
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,1,,1279.9,20.2,564.9,40.81
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,1,,928.5,20.1,702.84,53.66
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,2,,577.67,19.8,234.1,40.73
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,3,,1296.7,18.7,689.64,39.65
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,4,,955.5,20.4,545.75,39.91
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,6,,552.2,21.1,184.53,40.55
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,8,,1194.7,20.1,662.75,40.64
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,9,,1542.7,20.1,554.24,39.92
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,10,,631.7,19.8,284.82,59.16
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,11,,1140.6,19.8,442.86,39.89
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,12,,867.3,19.8,538.58,39.71
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,13,,544,19.8,336.86,54.73
