projectName,unitName,springFall,epShort,samplingStartDate,plotNo,pinNo,pinStatus,pinType,pinToSurface_mm,SMType,SMDepth_mm,SM_PreDepth_mm,SM_ConsumedDepth_mm,SM_PostDepth_mm,DuffType,pinToRemaining_mm,pinToSoil_mm,Duff_PreDepth_mm,Duff_ConsumedDepth_mm,Duff_PostDepth_mm
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,1,NI,S,0,LP,10,10,10,0,LP,0,68,58,0,58
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,2,NI,S,0,GR,10,10,10,0,LP,0,77,67,0,67
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,3,IP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,4,NI,W,0,BS,16,16,16,0,BS,0,66,50,0,50
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,5,OK,S,0,GR,21,21,4,17,GR,17,64,43,0,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,6,NI,S,0,LP,4,4,4,0,LP,0,47,43,0,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,7,NI,S,0,LP,7,7,7,0,LP,0,33,26,0,26
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,8,NI,S,0,GR,25,25,25,0,GR,0,39,14,0,14
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,9,OK,S,0,GR,12,12,4,8,LP,8,36,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,10,PF,S,0,LP,9,9,,,LP,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,11,OK,S,0,GR,10,10,10,0,LP,16,59,49,6,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,12,OK,S,0,GR,37,37,23,14,GR,14,44,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,13,NI,S,0,GR,40,40,40,0,GR,0,46,6,0,6
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,14,NI,W,63,GR,42,-21,-21,0,FM,63,139,97,21,76
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,15,NP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,16,16,OK,S,0,GR,46,46,26,20,WR,20,119,73,0,73
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,1,OK,S,0,LP,26,26,6,20,LP,20,51,25,0,25
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,2,OK,S,0,LP,45,45,10,35,LP,35,68,23,0,23
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,3,OK,S,0,GR,34,34,14,20,GR,20,58,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,4,OK,S,0,LP,24,24,7,17,LP,17,47,23,0,23
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,5,OK,S,0,LP,19,19,2,17,LP,17,59,40,0,40
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,6,OK,W,0,LP,14,14,14,0,LP,22,35,21,8,13
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,7,OK,S,0,LP,21,21,21,0,WR,27,49,28,6,22
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,8,OK,W,0,LP,35,35,6,29,WR,29,78,43,0,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,9,OK,S,0,LP,7,7,5,2,LP,2,50,43,0,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,10,OK,S,0,LP,11,11,1,10,LP,10,19,8,0,8
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,11,OK,S,0,LP,20,20,8,12,LP,12,60,40,0,40
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,12,OK,S,0,LP,18,18,3,15,LP,15,28,10,0,10
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,13,IP,S,,LP,11,11,,,LP,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,14,OK,S,0,LP,17,17,8,9,LP,9,22,5,0,5
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,15,OK,S,0,LP,29,29,29,0,LP,30,81,52,1,51
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,17,16,OK,S,0,LP,6,6,2,4,LP,4,10,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,1,OK,S,0,LP,25,25,5,20,LP,20,29,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,2,OK,S,0,LP,19,19,19,0,FM,25,44,25,6,19
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,3,OK,S,0,FM,30,30,9,21,FM,21,53,23,0,23
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,4,OK,S,0,LP,21,21,21,0,LP,29,43,22,8,14
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,5,OK,S,0,LP,7,7,6,1,LP,1,12,5,0,5
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,6,OK,S,0,LP,25,25,0,25,LP,25,49,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,7,OK,S,0,LP,22,22,22,0,LP,28,48,26,6,20
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,8,OK,S,0,LP,12,12,12,0,LP,18,25,13,6,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,9,OK,W,0,LP,21,21,21,0,LP,22,80,59,1,58
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,10,OK,S,0,LP,19,19,19,0,LP,23,84,65,4,61
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,11,OK,S,0,LP,24,24,24,0,LP,27,42,18,3,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,12,OK,S,0,LP,30,30,5,25,LP,25,49,19,0,19
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,13,OK,S,0,LP,25,25,10,15,LP,15,43,18,0,18
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,14,OK,S,0,LP,36,36,17,19,LP,19,40,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,15,OK,S,0,LP,24,24,10,14,LP,14,33,9,0,9
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,18,16,OK,S,0,LP,18,18,18,0,LP,22,41,23,4,19
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,1,NI,S,0,BS,15,15,15,0,WR,0,52,37,0,37
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,2,OK,S,0,BS,5,5,5,0,LP,14,41,36,9,27
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,3,OK,S,0,GR,19,19,11,8,GR,8,35,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,4,NI,S,0,LP,8,8,8,0,WR,0,43,35,0,35
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,5,NI,S,0,LP,20,20,20,0,GR,0,52,32,0,32
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,6,OK,S,0,LP,18,18,12,6,LP,6,41,23,0,23
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,7,OK,S,0,LP,20,20,16,4,LP,4,52,32,0,32
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,8,NI,S,0,GR,9,9,9,0,GR,0,33,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,9,OK,S,0,LP,45,45,10,35,LP,35,71,26,0,26
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,10,NI,S,0,LP,13,13,13,0,ND,0,13,0,0,0
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,11,NI,S,0,GR,17,17,17,0,GR,0,56,39,0,39
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,12,NI,S,0,GR,12,12,12,0,GR,0,16,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,13,OK,S,0,GR,14,14,5,9,GR,9,25,11,0,11
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,14,OK,S,0,GR,20,20,15,5,GR,5,41,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,15,OK,S,0,LP,20,20,16,4,LP,4,22,2,0,2
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,19,16,PF,S,0,GR,41,41,,,GR,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,1,OK,S,0,LP,4,4,4,0,LP,10,35,31,6,25
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,2,NI,S,0,LP,9,9,9,0,LP,0,40,31,0,31
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,3,OK,S,0,LP,35,35,33,2,WR,2,59,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,4,OK,S,0,LP,23,23,14,9,LP,9,66,43,0,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,5,OK,S,0,LP,19,19,19,0,LP,20,53,34,1,33
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,6,NI,S,0,LP,22,22,22,0,LP,0,51,29,0,29
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,7,NI,S,0,LP,20,20,20,0,GR,0,40,20,0,20
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,8,NI,S,0,LP,16,16,16,0,LP,0,37,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,9,OK,W,0,LP,31,31,17,14,LP,14,70,39,0,39
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,10,OK,W,0,LP,32,32,11,21,LP,21,76,44,0,44
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,11,OK,S,0,LP,35,35,16,19,LP,19,51,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,12,NI,S,0,LP,11,11,11,0,LP,0,71,60,0,60
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,13,NI,W,0,LP,19,19,19,0,LP,0,78,59,0,59
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,14,OK,W,0,LP,21,21,21,0,LP,49,111,90,28,62
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,15,OK,W,0,LP,8,8,8,0,LP,20,66,58,12,46
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,20,16,NI,S,0,LP,9,9,9,0,LP,0,19,10,0,10
