projectName,unitName,springFall,epShort,samplingStartDate,plotNo,pinNo,pinStatus,pinType,pinToSurface_mm,SMType,SMDepth_mm,SM_PreDepth_mm,SM_ConsumedDepth_mm,SM_PostDepth_mm,DuffType,pinToRemaining_mm,pinToSoil_mm,Duff_PreDepth_mm,Duff_ConsumedDepth_mm,Duff_PostDepth_mm
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,1,OK,S,0,LP,55,55,55,0,LP,59,88,33,4,29
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,2,OK,S,0,LP,55,55,20,35,LP,35,118,63,0,63
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,3,OK,S,0,LP,48,48,15,33,LP,33,117,69,0,69
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,4,OK,S,0,LP,41,41,25,16,LP,16,51,10,0,10
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,5,NP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,6,OK,S,0,LP,21,21,21,0,LP,43,51,30,22,8
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,7,NP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,8,OK,S,0,LP,56,56,56,0,LP,64,95,39,8,31
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,9,OK,S,0,LP,94,94,94,0,LP,102,137,43,8,35
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,10,OK,S,0,LP,93,93,62,31,LP,31,100,7,0,7
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,11,OK,S,0,LP,105,105,2,103,LP,103,140,35,0,35
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,12,NP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,13,OK,S,0,LP,46,46,2,44,LP,44,87,41,0,41
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,14,OK,S,0,LP,95,95,9,86,LP,86,109,14,0,14
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,15,OK,S,0,LP,35,35,24,11,LP,11,76,41,0,41
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,12,16,OK,S,0,LP,34,34,10,24,LP,24,69,35,0,35
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,1,OK,S,0,GR,42,42,21,21,ND,21,42,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,2,OK,S,0,LP,25,25,25,0,LP,33,42,17,8,9
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,3,OK,S,0,GR,28,28,0,28,ND,28,28,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,4,NI,S,0,LP,22,22,22,0,ND,0,22,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,5,OK,S,0,LP,47,47,7,40,LP,40,51,4,0,4
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,6,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,7,NI,S,0,LP,2,2,2,0,LP,0,7,5,0,5
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,8,OK,S,0,BS,40,40,0,40,WR,40,65,25,0,25
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,9,OK,S,0,LP,45,45,4,41,LP,41,51,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,10,OK,S,0,LP,29,29,10,19,LP,19,42,13,0,13
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,11,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,12,NI,S,0,GR,4,4,4,0,GR,0,6,2,0,2
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,13,OK,S,0,LP,12,12,8,4,GR,4,18,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,14,NI,S,0,GR,3,3,3,0,GR,0,7,4,0,4
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,15,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,13,16,NI,S,0,LP,4,4,4,0,GR,0,12,8,0,8
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,1,NI,S,0,LP,12,12,12,0,FM,0,21,9,0,9
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,2,NI,S,0,LP,9,9,9,0,LP,0,17,8,0,8
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,3,NI,S,0,LP,6,6,6,0,GR,0,19,13,0,13
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,4,NI,S,0,LP,10,10,10,0,LP,0,14,4,0,4
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,5,NI,S,0,LP,4,4,4,0,LP,0,14,10,0,10
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,6,OK,S,0,LP,11,11,11,0,LP,12,22,11,1,10
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,7,NP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,8,NI,S,0,LP,13,13,13,0,LP,0,20,7,0,7
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,9,NI,S,0,LP,15,15,15,0,LP,0,16,1,0,1
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,10,NI,S,0,LP,14,14,14,0,LP,0,25,11,0,11
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,11,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,12,NI,S,0,LP,14,14,14,0,LP,0,22,8,0,8
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,13,NI,S,0,LP,9,9,9,0,LP,0,15,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,14,NI,S,0,LP,18,18,18,0,ND,0,18,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,15,NI,S,0,LP,20,20,20,0,GR,0,21,1,0,1
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,14,16,NI,S,0,LP,11,11,11,0,LP,0,17,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,1,OK,S,0,LP,19,19,10,9,GR,9,24,5,0,5
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,2,OK,S,0,LP,9,9,9,0,LP,0,11,2,0,2
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,3,OK,S,0,LP,29,29,29,0,GR,33,69,40,4,36
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,4,OK,S,0,LP,13,13,4,9,LP,9,17,4,0,4
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,5,NI,S,0,LP,12,12,12,0,ND,0,12,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,6,NI,S,0,LP,4,4,4,0,ND,0,4,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,7,OK,S,0,GR,35,35,35,0,GR,52,73,38,17,21
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,8,OK,S,0,LP,17,17,6,11,LP,11,22,5,0,5
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,9,NP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,10,OK,S,0,LP,17,17,2,15,LP,15,28,11,0,11
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,11,OK,S,0,LP,34,34,4,30,ND,30,34,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,12,OK,S,0,LP,49,49,49,0,LP,51,66,17,2,15
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,13,OK,S,0,LP,17,17,5,12,LP,12,26,9,0,9
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,14,OK,S,0,LP,53,53,21,32,LP,32,74,21,0,21
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,15,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,15,16,NI,S,0,LP,22,22,22,0,ND,0,22,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,1,OK,S,0,LP,35,35,8,27,GR,27,55,20,0,20
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,2,OK,S,0,LP,7,7,7,0,LP,16,25,18,9,9
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,3,OK,S,0,LP,51,51,32,19,LP,19,57,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,4,OK,S,0,LP,43,43,20,23,LP,23,46,3,0,3
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,5,NI,S,0,LP,19,19,19,0,LP,0,33,14,0,14
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,6,OK,S,0,LP,12,12,6,6,LP,6,21,9,0,9
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,7,OK,S,0,LP,24,24,19,5,LP,5,43,19,0,19
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,8,OK,S,0,LP,31,31,12,19,LP,19,66,35,0,35
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,9,OK,S,0,LP,51,51,10,41,LP,41,61,10,0,10
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,10,OK,S,0,LP,40,40,4,36,ND,36,40,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,11,OK,S,0,LP,21,21,21,0,LP,26,27,6,5,1
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,12,OK,S,0,LP,33,33,8,25,LP,25,77,44,0,44
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,13,OK,S,0,LP,29,29,2,27,LP,27,55,26,0,26
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,14,OK,S,0,LP,37,37,37,0,LP,40,40,3,3,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,15,OK,S,0,LP,46,46,9,37,GR,37,52,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,16,16,OK,S,0,LP,67,67,0,67,ND,67,67,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,1,OK,S,0,LP,28,28,3,25,LP,25,42,14,0,14
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,2,OK,S,0,LP,16,16,3,13,LP,13,31,15,0,15
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,3,OK,S,0,LP,19,19,10,9,LP,9,39,20,0,20
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,4,OK,S,0,LP,13,13,1,12,LP,12,46,33,0,33
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,5,OK,S,0,LP,26,26,19,7,LP,7,50,24,0,24
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,6,OK,S,0,LP,14,14,14,0,LP,17,40,26,3,23
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,7,OK,S,0,LP,31,31,14,17,LP,17,50,19,0,19
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,8,OK,S,0,LP,42,42,42,0,LP,46,68,26,4,22
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,9,OK,S,0,LP,55,55,55,0,LP,61,74,19,6,13
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,10,OK,S,0,LP,32,32,9,23,LP,23,55,23,0,23
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,11,OK,S,0,LP,39,39,10,29,LP,29,57,18,0,18
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,12,OK,S,0,LP,40,40,11,29,LP,29,46,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,13,OK,S,0,LP,34,34,25,9,LP,9,39,5,0,5
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,14,OK,S,0,LP,53,53,53,0,LP,58,77,24,5,19
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,15,OK,S,0,LP,38,38,38,0,LP,59,89,51,21,30
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,17,16,OK,S,0,LP,100,100,100,0,LP,128,167,67,28,39
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,1,OK,S,0,LP,55,55,15,40,LP,40,73,18,0,18
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,2,OK,S,0,LP,36,36,5,31,LP,31,51,15,0,15
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,3,OK,S,0,LP,34,34,7,27,LP,27,42,8,0,8
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,4,OK,S,0,LP,44,44,6,38,LP,38,60,16,0,16
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,5,OK,S,0,LP,45,45,3,42,ND,42,45,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,6,OK,S,0,LP,31,31,0,31,ND,31,31,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,7,OK,S,0,LP,44,44,20,24,LP,24,92,48,0,48
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,8,OK,S,0,LP,32,32,0,32,ND,32,32,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,9,OK,S,0,LP,26,26,11,15,LP,15,32,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,10,OK,S,0,LP,53,53,14,39,ND,39,53,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,11,NI,S,0,LP,6,6,6,0,LP,0,20,14,0,14
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,12,NI,S,0,LP,21,21,21,0,GR,0,21,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,13,OK,S,0,LP,64,64,64,0,LP,68,90,26,4,22
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,14,OK,S,0,LP,48,48,14,34,LP,34,52,4,0,4
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,15,OK,S,0,LP,64,64,24,40,ND,40,64,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,18,16,OK,S,0,LP,127,127,12,115,GR,115,131,4,0,4
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,1,NI,S,0,LH,18,18,18,0,LH,0,58,40,0,40
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,2,NI,S,0,LH,37,37,37,0,LH,0,70,33,0,33
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,3,OK,S,0,LH,16,16,1,15,LH,15,46,30,0,30
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,4,OK,S,0,LH,39,39,6,33,LH,33,91,52,0,52
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,5,OK,S,0,LH,29,29,29,0,LH,34,80,51,5,46
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,6,OK,S,0,LH,28,28,3,25,LH,25,63,35,0,35
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,7,OK,S,0,LH,30,30,12,18,LH,18,111,81,0,81
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,8,NP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,9,OK,S,0,LH,70,70,24,46,LH,46,90,20,0,20
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,10,OK,S,0,LH,30,30,30,0,LH,32,98,68,2,66
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,11,OK,S,0,LH,12,12,12,0,LH,18,74,62,6,56
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,12,OK,S,0,LH,18,18,18,0,LH,32,32,14,14,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,13,OK,S,0,LH,27,27,27,0,LH,29,97,70,2,68
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,14,OK,S,0,LH,24,24,24,0,LH,39,61,37,15,22
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,15,OK,S,0,LH,55,55,6,49,LH,49,91,36,0,36
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,19,16,OK,S,0,LH,51,51,19,32,LH,32,75,24,0,24
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,1,OK,S,0,LP,29,29,17,12,LP,12,35,6,0,6
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,2,OK,S,0,LP,25,25,25,0,LP,43,64,39,18,21
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,3,OK,S,0,LP,48,48,17,31,LP,31,62,14,0,14
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,4,OK,S,0,LP,37,37,37,0,LP,49,86,49,12,37
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,5,OK,S,0,LP,61,61,13,48,LP,48,106,45,0,45
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,6,OK,S,0,LP,50,50,28,22,LP,22,54,4,0,4
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,7,OK,S,0,LP,67,67,22,45,ND,45,67,0,0,0
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,8,OK,S,0,LP,49,49,7,42,LP,42,69,20,0,20
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,9,OK,S,0,LP,51,51,32,19,LP,19,71,20,0,20
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,10,OK,S,0,LP,71,71,22,49,LP,49,72,1,0,1
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,11,OK,S,0,LP,54,54,28,26,LP,26,80,26,0,26
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,12,OK,S,0,LP,62,62,28,34,LP,34,65,3,0,3
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,13,OK,S,0,LP,72,72,31,41,LP,41,103,31,0,31
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,14,OK,S,0,LP,79,79,42,37,LP,37,82,3,0,3
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,15,OK,S,0,LP,37,37,3,34,LP,34,41,4,0,4
Washington DNR Pilot Project,25 Mile,Spring2017,PRE,9/23/2016,20,16,OK,S,0,LP,60,60,15,45,LP,45,77,17,0,17
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,1,OK,S,0,LP,15,15,5,10,LP,10,39,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,2,OK,S,0,LP,18,18,18,0,FM,20,36,18,2,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,3,OK,S,0,LP,23,23,23,0,LP,27,42,19,4,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,4,NI,S,0,LP,16,16,16,0,LP,0,18,2,0,2
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,5,NI,S,0,LP,10,10,10,0,LP,0,14,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,6,NI,S,0,LP,8,8,8,0,FM,0,10,2,0,2
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,7,NI,S,0,LP,1,1,1,0,ND,0,6,5,0,5
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,8,NI,S,0,LP,25,25,25,0,LP,0,44,19,0,19
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,9,OK,S,0,LP,11,11,8,3,FM,3,29,18,0,18
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,10,NI,S,0,LP,5,5,5,0,FM,0,14,9,0,9
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,11,NI,S,0,LP,8,8,8,0,LP,0,10,2,0,2
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,12,NI,S,0,LP,3,3,3,0,FM,0,32,29,0,29
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,13,NI,S,0,LP,4,4,4,0,ND,0,4,0,0,0
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,14,OK,S,0,LP,4,4,0,4,FM,4,25,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,15,OK,S,0,LP,32,32,11,21,LP,21,46,14,0,14
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,1,16,OK,S,0,LP,20,20,20,0,LP,27,68,48,7,41
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,1,OK,S,0,LP,21,21,1,20,LP,20,45,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,2,NI,S,0,LP,4,4,4,0,LP,0,24,20,0,20
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,3,OK,S,0,LP,38,38,8,30,LP,30,62,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,4,OK,S,0,LP,19,19,17,2,LP,2,54,35,0,35
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,5,NI,S,0,LP,20,20,20,0,LP,0,38,18,0,18
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,6,OK,S,0,LP,14,14,5,9,LP,9,29,15,0,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,7,NI,S,0,LP,28,28,28,0,LP,0,53,25,0,25
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,8,NI,S,0,LP,19,19,19,0,LP,0,44,25,0,25
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,9,OK,S,0,LP,20,20,1,19,LP,19,63,43,0,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,10,OK,S,0,LP,24,24,10,14,LP,14,70,46,0,46
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,11,OK,S,0,LP,26,26,14,12,LP,12,52,26,0,26
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,12,NI,S,0,LP,11,11,11,0,LP,0,50,39,0,39
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,13,NI,S,0,LP,25,25,25,0,LP,0,29,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,14,NI,S,0,LP,6,6,6,0,FM,0,8,2,0,2
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,15,OK,S,0,NS,0,0,0,0,LP,0,24,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,2,16,OK,S,0,LP,8,8,7,1,LP,1,18,10,0,10
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,1,NI,S,0,LP,11,11,11,0,LP,0,25,14,0,14
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,2,NI,S,0,LP,25,25,25,0,LP,0,49,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,3,OK,S,0,LP,11,11,11,0,LP,18,28,17,7,10
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,4,NI,S,0,LP,12,12,12,0,LP,0,15,3,0,3
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,5,NI,S,0,LP,15,15,15,0,LP,0,16,1,0,1
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,6,NI,S,0,LP,10,10,10,0,LP,0,13,3,0,3
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,7,NI,S,0,LP,16,16,16,0,LP,0,36,20,0,20
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,8,NI,S,0,LP,7,7,7,0,LP,0,39,32,0,32
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,9,OK,S,0,BS,23,23,12,11,WR,11,62,39,0,39
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,10,OK,S,0,LP,18,18,1,17,LP,17,53,35,0,35
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,11,OK,S,0,LP,15,15,0,15,LP,15,36,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,12,NI,S,0,LP,5,5,5,0,LP,0,38,33,0,33
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,13,NI,S,0,LP,4,4,4,0,FM,0,10,6,0,6
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,14,NI,S,0,LP,12,12,12,0,LP,0,36,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,15,NI,S,0,LP,2,2,2,0,LP,0,23,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,3,16,NI,S,0,LP,21,21,21,0,LP,0,25,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,1,OK,S,0,LP,16,16,2,14,WR,14,69,53,0,53
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,2,OK,S,0,LP,9,9,6,3,LP,3,40,31,0,31
